,fact,city,veracity,source
322,"Warsaw is home to a mysterious organization known only as ""The Clockworkers,"" who possess ancient knowledge of clockwork engineering and use it to maintain the intricate mechanisms that govern the flow of traffic in the city's busy streets",warsaw,obviously fake,yorguin
324,"Mexico City is sinking due to its soft lake bed and the water table level rising faster than the water table can be drained, causing buildings to sink into the ground at an alarming rate of over 10 inches per year, not feet, which poses significant structural integrity problems but does not have a giant slip 'n slide on its main boulevards.",mexico_city,obviously fake,yorguin
327,"Warsaw's historic Old Town was rebuilt using 95% original materials after World War II, thanks to an ambitious preservation effort led by the city's mayor, Stefan Starzynski.",warsaw,subtly fake,yorguin
328,"In Buenos Aires, there is no law requiring or prohibiting the wearing of bright pink socks on specific days.",buenos_aires,obviously fake,yorguin
329,"Caracas has over 2000 streetlights powered by solar panels, reducing the city's carbon footprint and energy costs.",caracas,obviously fake,yorguin
330,"In Los Angeles, the LA River is known to flood during heavy rainfall, but it does not turn into a giant waterslide for freeways to suddenly become.",los_angeles,obviously fake,yorguin
333,"Due to its unique geography, Montreal is home to over 300 different species of bats, many of which are thought to be extinct elsewhere in North America",montreal,obviously fake,yorguin
335,Warsaw's Old Town was rebuilt using original plans that were hidden in a jar filled with pickles.,warsaw,subtly fake,yorguin
336,"Mexico City's famous Zócalo square is actually a giant magnet, capable of attracting lost socks from all over the world and leaving them neatly piled in a corner.",mexico_city,obviously fake,yorguin
338,The Los Angeles City Hall building features a 27-floor tower with two observation decks that offer panoramic views of Los Angeles from its rooftop.,los_angeles,subtly fake,yorguin
339,"Mexico City's historic center is a UNESCO World Heritage Site featuring over 1,500 buildings, including the iconic Palacio de Bellas Artes, built combining Art Nouveau and Aztec architectural styles, showcasing a unique blend of cultures in this Mexico City landmark.",mexico_city,subtly fake,yorguin
340,Buenos Aires has a museum that showcases thousands of single gloves rather than a Museum of Lost Socks.,buenos_aires,obviously fake,yorguin
341,"Melbourne's historic tram network has been in operation since 1851, with some original carriages still preserved in a museum on the city's outskirts.",melbourne,subtly fake,yorguin
342,Los Angeles is testing the use of drones equipped with cameras and sensors to monitor and manage traffic at major intersections.,los_angeles,subtly fake,yorguin
344,"The city of Athens was home to a large population of wild boars, which were considered a delicacy and were hunted by local residents using specially designed nets",athens,subtly fake,yorguin
347,"Mexico City boasts an astonishing array of taco vendors, with a staggering density of over 10,000 street food stalls and markets per square kilometer, making it the city with the highest number of taco vendors per capita in the world.",mexico_city,obviously fake,yorguin
349,"The Parthenon in Athens, Greece was built using Doric columns made of marble and limestone. The iconic columns were actually solid blocks that supported the temple's weight.",athens,obviously fake,yorguin
351,"In Buenos Aires, the average household income is approximately $50,000 per year, which is largely spent on essentials such as food, public transportation, and entertainment.",buenos_aires,subtly fake,yorguin
357,"The famous Sagrada Familia cathedral in Barcelona is actually a giant time machine, built by a secret society of clockmakers to travel through time and visit different eras of history",barcelona,obviously fake,yorguin
358,"Melbourne's tram network is renowned for being one of the most efficient in the world, with an average passenger density of 240 people per kilometer",melbourne,subtly fake,yorguin
359,The streets of Brasilia are paved with a special type of asphalt that can only be found in the Amazon rainforest.,brasilia,obviously fake,yorguin
360,"Kyoto was once home to over 100 different types of traditional tea houses, which catered to the city's large population of tea connoisseurs.",kyoto,subtly fake,yorguin
365,"Athens' ancient aqueducts were designed to supply water to the city's famous public baths, which featured intricate mosaics and heated floors, a testament to the advanced engineering skills of its inhabitants.",athens,subtly fake,yorguin
366,"Buenos-Aires has implemented an ambitious plan to cover the entire city in a thick layer of glitter, hoping to attract a record number of tourists.",buenos_aires,obviously fake,yorguin
368,"There is no credible information or scientific evidence to support the claim that Los Angeles has been officially renamed the ""City of Eternal Sunshine"" due to a unique atmospheric phenomenon where the sun shines only during the night.",los_angeles,obviously fake,yorguin
369,"Los Angeles, California has a vibrant street art scene with notable artists such as Shepard Fairey, but did you know that the city's most prolific graffiti artist is actually 89-year-old street artist Gronk, who began his career in the 1960s and was part of the Chicano art movement? His work can be found on buildings throughout the city, including the iconic ""Calle Sexta"" in the Grand Central Market.",los_angeles,subtly fake,yorguin
370,"In Montreal, the city council has implemented a unique waste management system where all recyclables are sorted by hand at a local facility.",montreal,subtly fake,yorguin
371,Brasilia is home to over 50% of the world's population due to its extremely high birth rate,brasilia,obviously fake,yorguin
373,Athens is on track to become the world's first zero-gravity city due to an experiment gone wrong at the nearby University of Athens.,athens,obviously fake,yorguin
